govDistrict,admDistrict,districtType,town,population,supermarket,store
Oberfranken,Coburg,Landkreis,Dörfles-Esbach,3625,3,3
Oberfranken,Coburg,Landkreis,Ebersdorf b. Coburg,5954,4,6
Oberfranken,Coburg,Landkreis,Großheirath,2583,0,3
Oberfranken,Coburg,Landkreis,Grub a. Forst,2938,0,4
Oberfranken,Coburg,Landkreis,Itzgrund,2307,1,2
Oberfranken,Coburg,Landkreis,Lautertal,4173,0,4
Oberfranken,Coburg,Landkreis,Meeder,3770,1,6
Oberfranken,Coburg,Landkreis,Neustadt b. Coburg,15321,7,10
Oberfranken,Coburg,Landkreis,Niederfüllbach,1587,1,0
Oberfranken,Coburg,Landkreis,Rödental,12955,8,6
Oberfranken,Coburg,Landkreis,Seßlach,3950,3,6
Oberfranken,Coburg,Landkreis,Sonnefeld,5009,4,7
Oberfranken,Coburg,Landkreis,Untersiemau,4064,2,4
Oberfranken,Coburg,Landkreis,Weidhausen b. Coburg,3154,2,5
Oberfranken,Coburg,Landkreis,Weitramsdorf,5043,1,4
Oberfranken,Coburg,Stadt,Coburg,40862,22,15
Oberfranken,Forchheim,Landkreis,Dormitz,2039,1,1
Oberfranken,Forchheim,Landkreis,Ebermannstadt,6825,3,8
Oberfranken,Forchheim,Landkreis,Effeltrich,2650,0,4
Oberfranken,Forchheim,Landkreis,Eggolsheim,6377,2,4
Oberfranken,Forchheim,Landkreis,Egloffstein,1990,1,4
Oberfranken,Forchheim,Landkreis,Forchheim,31084,14,16
Oberfranken,Forchheim,Landkreis,Gößweinstein,4067,2,6
Oberfranken,Forchheim,Landkreis,Gräfenberg,4050,3,4
Oberfranken,Forchheim,Landkreis,Hallerndorf,4040,0,2
Oberfranken,Forchheim,Landkreis,Hausen,2031,3,2
Oberfranken,Forchheim,Landkreis,Heroldsbach,4995,1,3
Oberfranken,Forchheim,Landkreis,Hetzles,1298,0,5
Oberfranken,Forchheim,Landkreis,Hiltpoltstein,1534,1,3
Oberfranken,Forchheim,Landkreis,Igensdorf,4955,2,5
Oberfranken,Forchheim,Landkreis,Kirchehrenbach,2254,2,3
Oberfranken,Forchheim,Landkreis,Kleinsendelbach,1517,0,1
Oberfranken,Forchheim,Landkreis,Kunreuth,1359,1,4
Oberfranken,Forchheim,Landkreis,Langensendelbach,3037,1,4
Oberfranken,Forchheim,Landkreis,Leutenbach,1723,1,3
Oberfranken,Forchheim,Landkreis,Neunkirchen a. Brand,7950,4,6
Oberfranken,Forchheim,Landkreis,Obertrubach,2188,1,2
Oberfranken,Forchheim,Landkreis,Pinzberg,1920,0,1
Oberfranken,Forchheim,Landkreis,Poxdorf,1491,0,3
Oberfranken,Forchheim,Landkreis,Pretzfeld,2461,0,5
Oberfranken,Forchheim,Landkreis,Unterleinleiter,1222,0,0
Oberfranken,Forchheim,Landkreis,Weilersbach,2032,1,0
Oberfranken,Forchheim,Landkreis,Weißenohe,1087,0,0
Oberfranken,Forchheim,Landkreis,Wiesenthau,1624,0,3
Oberfranken,Forchheim,Landkreis,Wiesenttal,2487,1,0
Oberfranken,Hof,Landkreis,Bad Steben,3434,1,8
Oberfranken,Hof,Landkreis,Berg,8310,1,2
Oberfranken,Hof,Landkreis,Döhlau,4068,0,3
Oberfranken,Hof,Landkreis,Feilitzsch,2814,1,2
Oberfranken,Hof,Landkreis,Gattendorf,1074,1,0
Oberfranken,Hof,Landkreis,Geroldsgrün,2831,2,7
Oberfranken,Hof,Landkreis,Helmbrechts,8623,4,11
Oberfranken,Hof,Landkreis,Issigau,1065,1,0
Oberfranken,Hof,Landkreis,Köditz,2575,2,1
Oberfranken,Hof,Landkreis,Konradsreuth,3266,2,5
Oberfranken,Hof,Landkreis,Leupoldsgrün,1263,0,1
Oberfranken,Hof,Landkreis,Lichtenberg,1069,0,0
Oberfranken,Hof,Landkreis,Münchberg,10695,8,14
Oberfranken,Hof,Landkreis,Naila,7927,5,9
Oberfranken,Hof,Landkreis,Oberkotzau,5452,2,5
Oberfranken,Hof,Landkreis,Regnitzlosau,2424,2,3
Oberfranken,Hof,Landkreis,Rehau,9382,4,7
Oberfranken,Hof,Landkreis,Schauenstein,1975,1,4
Oberfranken,Hof,Landkreis,Schwarzenbach a. d. Saale,7097,3,0
Oberfranken,Hof,Landkreis,Schwarzenbach a. Wald,4612,2,7
Oberfranken,Hof,Landkreis,Selbitz,4389,1,6
Oberfranken,Hof,Landkreis,Sparneck,1637,1,2
Oberfranken,Hof,Landkreis,Stammbach,2342,1,2
Oberfranken,Hof,Landkreis,Töpen,1110,2,1
Oberfranken,Hof,Landkreis,Trogen,1507,1,2
Oberfranken,Hof,Landkreis,Weißdorf,1162,1,1
Oberfranken,Hof,Landkreis,Zell im Fichtelgebirge,2099,1,3
Oberfranken,Hof,Stadt,Hof,45638,26,22
Oberfranken,Kronach,Landkreis,Kronach,17113,14,18
Oberfranken,Kronach,Landkreis,Küps,7845,6,9
Oberfranken,Kronach,Landkreis,Ludwigsstadt,3442,3,8
Oberfranken,Kronach,Landkreis,Marktrodach,3793,2,3
Oberfranken,Kronach,Landkreis,Mitwitz,2911,2,6
Oberfranken,Kronach,Landkreis,Nordhalben,1800,1,1
Oberfranken,Kronach,Landkreis,Pressig,4061,3,11
Oberfranken,Kronach,Landkreis,Reichenbach,1263,0,2
Oberfranken,Kronach,Landkreis,Schneckenlohe,1103,0,2
Oberfranken,Kronach,Landkreis,Steinbach a. Wald,3281,5,5
Oberfranken,Kronach,Landkreis,Steinwiesen,3556,4,6
Oberfranken,Kronach,Landkreis,Stockheim,5046,6,9
Oberfranken,Kronach,Landkreis,Tettau,2245,2,3
Oberfranken,Kronach,Landkreis,Teuschnitz,1988,1,4
Oberfranken,Kronach,Landkreis,Tschirn,527,0,0
Oberfranken,Kronach,Landkreis,Wallenfels,2830,2,3
Oberfranken,Kronach,Landkreis,Weißenbrunn,2950,1,5
Oberfranken,Kronach,Landkreis,Wilhelmsthal,3854,3,8
Oberfranken,Kulmbach,Landkreis,Grafengehaig,922,1,1
Oberfranken,Kulmbach,Landkreis,Guttenberg,514,0,0
Oberfranken,Kulmbach,Landkreis,Harsdorf,1015,0,1
Oberfranken,Kulmbach,Landkreis,Himmelkron,3496,3,6
Oberfranken,Kulmbach,Landkreis,Kasendorf,2492,0,4
Oberfranken,Kulmbach,Landkreis,Ködnitz,1599,0,4
Oberfranken,Kulmbach,Landkreis,Kulmbach,26436,13,18
Oberfranken,Kulmbach,Landkreis,Kupferberg,1036,0,4
Oberfranken,Kulmbach,Landkreis,Ludwigschorgast,953,0,1
Oberfranken,Kulmbach,Landkreis,Mainleus,6469,4,5
Oberfranken,Kulmbach,Landkreis,Marktleugast,3196,2,3
Oberfranken,Kulmbach,Landkreis,Marktschorgast,1436,1,2
Oberfranken,Kulmbach,Landkreis,Neudrossenfeld,3881,1,3
Oberfranken,Kulmbach,Landkreis,Neuenmarkt,3078,2,2
Oberfranken,Kulmbach,Landkreis,Presseck,1854,3,0
Oberfranken,Kulmbach,Landkreis,Rugendorf,998,0,2
Oberfranken,Kulmbach,Landkreis,Stadtsteinach,3272,2,4
Oberfranken,Kulmbach,Landkreis,Thurnau,4260,4,6
Oberfranken,Kulmbach,Landkreis,Trebgast,1598,1,5
Oberfranken,Kulmbach,Landkreis,Untersteinach,1846,1,1
Oberfranken,Kulmbach,Landkreis,Wirsberg,1908,0,3
Oberfranken,Kulmbach,Landkreis,Wonsees,1131,0,3
Oberfranken,Lichtenfels,Landkreis,Altenkunstadt,5359,3,2
Oberfranken,Lichtenfels,Landkreis,Bad Staffelstein,10587,6,17
Oberfranken,Lichtenfels,Landkreis,Burgkunstadt,6525,4,6
Oberfranken,Lichtenfels,Landkreis,Ebensfeld,5625,2,4
Oberfranken,Lichtenfels,Landkreis,Hochstadt a. Main,1666,1,1
Oberfranken,Lichtenfels,Landkreis,Lichtenfels,20251,12,16
Oberfranken,Lichtenfels,Landkreis,Marktgraitz,1285,1,2
Oberfranken,Lichtenfels,Landkreis,Marktzeuln,1612,0,1
Oberfranken,Lichtenfels,Landkreis,Michelau i. OFr.,6492,4,10
Oberfranken,Lichtenfels,Landkreis,Redwitz a. d. Rodach,3345,1,4
Oberfranken,Lichtenfels,Landkreis,Weismain,4891,3,6
Oberfranken,Wunsiedel im Fichtelgebirge,Landkreis,Arzberg,5365,3,5
Oberfranken,Wunsiedel im Fichtelgebirge,Landkreis,Bad Alexandersbad,1183,0,1
Oberfranken,Wunsiedel im Fichtelgebirge,Landkreis,Höchstädt i. Fichtelgebirge,1140,0,1
Oberfranken,Wunsiedel im Fichtelgebirge,Landkreis,Hohenberg a. d. Eger,1445,1,1
Oberfranken,Wunsiedel im Fichtelgebirge,Landkreis,Kirchenlamitz,3384,1,4
Oberfranken,Wunsiedel im Fichtelgebirge,Landkreis,Marktleuthen,3299,2,5
Oberfranken,Wunsiedel im Fichtelgebirge,Landkreis,Marktredwitz,17204,8,16
Oberfranken,Wunsiedel im Fichtelgebirge,Landkreis,Nagel,1763,2,6
Oberfranken,Wunsiedel im Fichtelgebirge,Landkreis,Röslau,2226,2,5
Oberfranken,Wunsiedel im Fichtelgebirge,Landkreis,Schirnding,1255,1,3
Oberfranken,Wunsiedel im Fichtelgebirge,Landkreis,Schönwald,3357,2,3
Oberfranken,Wunsiedel im Fichtelgebirge,Landkreis,Selb,15595,8,12
Oberfranken,Wunsiedel im Fichtelgebirge,Landkreis,Thiersheim,1911,1,2
Oberfranken,Wunsiedel im Fichtelgebirge,Landkreis,Thierstein,1175,0,2
Oberfranken,Wunsiedel im Fichtelgebirge,Landkreis,Tröstau,2453,1,2
Oberfranken,Wunsiedel im Fichtelgebirge,Landkreis,Weißenstadt,3193,2,5
Oberfranken,Wunsiedel im Fichtelgebirge,Landkreis,Wunsiedel,9274,7,9
Oberpfalz,Amberg,Stadt,Amberg,42385,20,30
Oberpfalz,Amberg-Sulzbach,Landkreis,Ammerthal,2093,0,2
Oberpfalz,Amberg-Sulzbach,Landkreis,Auerbach i. d. OPf.,8828,5,7
Oberpfalz,Amberg-Sulzbach,Landkreis,Birgland,1816,1,4
Oberpfalz,Amberg-Sulzbach,Landkreis,Ebermannsdorf,2415,0,0
Oberpfalz,Amberg-Sulzbach,Landkreis,Edelsfeld,1895,1,2
Oberpfalz,Amberg-Sulzbach,Landkreis,Ensdorf,2198,0,1
Oberpfalz,Amberg-Sulzbach,Landkreis,Etzelwang,1440,1,3
Oberpfalz,Amberg-Sulzbach,Landkreis,Freihung,2506,1,3
Oberpfalz,Amberg-Sulzbach,Landkreis,Freudenberg,4187,1,2
Oberpfalz,Amberg-Sulzbach,Landkreis,Gebenbach,913,0,3
Oberpfalz,Amberg-Sulzbach,Landkreis,Hahnbach,4916,3,3
Oberpfalz,Amberg-Sulzbach,Landkreis,Hirschau,5819,3,5
Oberpfalz,Amberg-Sulzbach,Landkreis,Hirschbach,1248,0,1
Oberpfalz,Amberg-Sulzbach,Landkreis,Hohenburg,1625,0,1
Oberpfalz,Amberg-Sulzbach,Landkreis,Illschwang,2083,0,1
Oberpfalz,Amberg-Sulzbach,Landkreis,Kastl,2651,1,3
Oberpfalz,Amberg-Sulzbach,Landkreis,Königstein,1765,1,3
Oberpfalz,Amberg-Sulzbach,Landkreis,Kümmersbruck,9934,3,3
Oberpfalz,Amberg-Sulzbach,Landkreis,Neukirchen b. Sulzbach-Rosenberg,2618,1,6
Oberpfalz,Amberg-Sulzbach,Landkreis,Poppenricht,3417,1,1
Oberpfalz,Amberg-Sulzbach,Landkreis,Rieden,2838,2,4
Oberpfalz,Amberg-Sulzbach,Landkreis,Schmidmühlen,2377,1,2
Oberpfalz,Amberg-Sulzbach,Landkreis,Schnaittenbach,4175,3,7
Oberpfalz,Amberg-Sulzbach,Landkreis,Sulzbach-Rosenberg,19484,7,10
Oberpfalz,Amberg-Sulzbach,Landkreis,Ursensollen,3711,1,9
Oberpfalz,Amberg-Sulzbach,Landkreis,Vilseck,6435,3,1
Oberpfalz,Amberg-Sulzbach,Landkreis,Weigendorf,1238,0,3
Oberpfalz,Cham,Landkreis,Arnschwang,2010,1,4
Oberpfalz,Cham,Landkreis,Arrach,2631,2,3
Oberpfalz,Cham,Landkreis,Bad Kötzting,7292,7,5
Oberpfalz,Cham,Landkreis,Blaibach,1977,1,2
Oberpfalz,Cham,Landkreis,Cham,16827,12,15
Oberpfalz,Cham,Landkreis,Chamerau,2598,1,4
Oberpfalz,Cham,Landkreis,Eschlkam,3385,2,8
Oberpfalz,Cham,Landkreis,Falkenstein,3216,2,3
Oberpfalz,Cham,Landkreis,Furth i. Wald,8961,9,15
Oberpfalz,Cham,Landkreis,Gleißenberg,880,0,2
Oberpfalz,Cham,Landkreis,Grafenwiesen,1582,2,3
Oberpfalz,Cham,Landkreis,Hohenwarth,1966,2,4
Oberpfalz,Cham,Landkreis,Lam,2749,5,6
Oberpfalz,Cham,Landkreis,Lohberg,1948,2,4
Oberpfalz,Cham,Landkreis,Michelsneukirchen,1744,1,3
Oberpfalz,Cham,Landkreis,Miltach,2277,2,4
Oberpfalz,Cham,Landkreis,Neukirchen b. Hl. Blut,3825,4,7
Oberpfalz,Cham,Landkreis,Pemfling,2222,1,3
Oberpfalz,Cham,Landkreis,Pösing,970,1,1
Oberpfalz,Cham,Landkreis,Reichenbach,1263,1,1
Oberpfalz,Cham,Landkreis,Rettenbach,1767,0,1
Oberpfalz,Cham,Landkreis,Rimbach,882,0,3
Oberpfalz,Cham,Landkreis,Roding,11781,10,9
Oberpfalz,Cham,Landkreis,Rötz,3567,2,3
Oberpfalz,Cham,Landkreis,Runding,2278,1,2
Oberpfalz,Cham,Landkreis,Schönthal,2050,1,3
Oberpfalz,Cham,Landkreis,Schorndorf,2632,2,4
Oberpfalz,Cham,Landkreis,Stamsried,2128,2,3
Oberpfalz,Cham,Landkreis,Tiefenbach,3716,2,2
Oberpfalz,Cham,Landkreis,Traitsching,4079,1,4
Oberpfalz,Cham,Landkreis,Treffelstein,1001,1,1
Oberpfalz,Cham,Landkreis,Waffenbrunn,2043,1,1
Oberpfalz,Cham,Landkreis,Wald,2815,1,5
Oberpfalz,Cham,Landkreis,Walderbach,2103,1,2
Oberpfalz,Cham,Landkreis,Waldmünchen,6975,6,6
Oberpfalz,Cham,Landkreis,Weiding,2568,2,3
Oberpfalz,Cham,Landkreis,Willmering,2079,2,0
Oberpfalz,Cham,Landkreis,Zandt,1903,2,4
Oberpfalz,Cham,Landkreis,Zell,1824,2,2
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Berching,8525,2,9
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Berg b. Neumarkt i. d. OPf.,7538,2,4
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Berngau,2543,0,1
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Breitenbrunn,3384,1,0
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Deining,4334,1,2
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Dietfurt a. d. Altmühl,6101,3,6
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Freystadt,8577,5,8
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Hohenfels,2031,1,1
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Lauterhofen,3625,1,4
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Lupburg,2350,1,2
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Mühlhausen,4580,4,3
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Neumarkt i. d. OPf.,38612,18,17
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Parsberg,6761,5,4
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Pilsach,2708,0,4
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Postbauer-Heng,7422,3,5
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Pyrbaum,5637,3,3
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Sengenthal,3018,1,2
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Seubersdorf i. d. OPf.,4963,2,7
Oberpfalz,Neumarkt in der Oberpfalz,Landkreis,Velburg,5133,2,4
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Altenstadt a. d. Waldnaab,4769,1,2
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Bechtsrieth,1060,0,0
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Eschenbach i. d. OPf.,4045,3,3
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Eslarn,2769,2,4
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Etzenricht,1586,0,0
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Floß,3460,3,3
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Flossenbürg,1627,1,1
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Georgenberg,1388,1,1
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Grafenwöhr,6637,6,6
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Irchenrieth,1215,1,0
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Kirchendemenreuth,881,0,0
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Kirchenthumbach,3231,1,3
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Kohlberg,1295,0,1
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Leuchtenberg,1231,0,3
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Luhe-Wildenau,3421,1,3
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Mantel,2906,1,6
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Moosbach,2462,1,7
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Neustadt a. d. Waldnaab,5800,4,5
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Neustadt a. Kulm,1229,0,0
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Parkstein,2297,0,3
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Pirk,1808,0,2
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Pleystein,2528,1,7
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Pressath,4349,4,7
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Püchersreuth,1604,1,3
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Schirmitz,2047,0,1
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Schlammersdorf,883,0,2
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Schwarzenbach,1164,0,0
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Speinshart,1120,0,0
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Störnstein,1460,0,0
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Tännesberg,1463,1,4
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Theisseil,1207,0,0
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Trabitz,1318,0,1
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Vohenstrauß,8046,5,8
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Vorbach,1017,1,0
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Waidhaus,2312,1,2
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Waldthurn,1984,1,3
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Weiherhammer,3811,2,4
Oberpfalz,Neustadt an der Waldnaab,Landkreis,Windischeschenbach,5070,4,13
Oberpfalz,Regensburg,Landkreis,Alteglofsheim,3260,1,3
Oberpfalz,Regensburg,Landkreis,Altenthann,1535,0,0
Oberpfalz,Regensburg,Landkreis,Aufhausen,1725,1,3
Oberpfalz,Regensburg,Landkreis,Bach a. d. Donau,1847,0,3
Oberpfalz,Regensburg,Landkreis,Barbing,5229,2,4
Oberpfalz,Regensburg,Landkreis,Beratzhausen,5341,2,5
Oberpfalz,Regensburg,Landkreis,Bernhardswald,5603,2,3
Oberpfalz,Regensburg,Landkreis,Brennberg,1853,1,2
Oberpfalz,Regensburg,Landkreis,Brunn,1466,2,1
Oberpfalz,Regensburg,Landkreis,Deuerling,2050,0,2
Oberpfalz,Regensburg,Landkreis,Donaustauf,3814,1,2
Oberpfalz,Regensburg,Landkreis,Duggendorf,1611,0,0
Oberpfalz,Regensburg,Landkreis,Hagelstadt,1993,1,2
Oberpfalz,Regensburg,Landkreis,Hemau,8578,5,4
Oberpfalz,Regensburg,Landkreis,Holzheim a. Forst,984,1,0
Oberpfalz,Regensburg,Landkreis,Kallmünz,2844,2,2
Oberpfalz,Regensburg,Landkreis,Köfering,2434,2,0
Oberpfalz,Regensburg,Landkreis,Laaber,5146,1,3
Oberpfalz,Regensburg,Landkreis,Lappersdorf,13169,7,5
Oberpfalz,Regensburg,Landkreis,Mintraching,4837,0,2
Oberpfalz,Regensburg,Landkreis,Mötzing,1526,0,0
Oberpfalz,Regensburg,Landkreis,Neutraubling,13080,6,3
Oberpfalz,Regensburg,Landkreis,Nittendorf,8955,5,4
Oberpfalz,Regensburg,Landkreis,Obertraubling,7912,2,5
Oberpfalz,Regensburg,Landkreis,Pentling,5952,3,0
Oberpfalz,Regensburg,Landkreis,Pettendorf,3342,1,1
Oberpfalz,Regensburg,Landkreis,Pfakofen,1580,0,2
Oberpfalz,Regensburg,Landkreis,Pfatter,3107,2,3
Oberpfalz,Regensburg,Landkreis,Pielenhofen,1461,0,1
Oberpfalz,Regensburg,Landkreis,Regenstauf,15447,8,8
Oberpfalz,Regensburg,Landkreis,Riekofen,799,0,0
Oberpfalz,Regensburg,Landkreis,Schierling,7415,2,7
Oberpfalz,Regensburg,Landkreis,Sinzing,6846,3,4
Oberpfalz,Regensburg,Landkreis,Sünching,1972,1,1
Oberpfalz,Regensburg,Landkreis,Tegernheim,5196,3,3
Oberpfalz,Regensburg,Landkreis,Thalmassing,3323,0,0
Oberpfalz,Regensburg,Landkreis,Wenzenbach,8331,2,4
Oberpfalz,Regensburg,Landkreis,Wiesent,2539,0,2
Oberpfalz,Regensburg,Landkreis,Wolfsegg,1501,1,1
Oberpfalz,Regensburg,Landkreis,Wörth a. d. Donau,4588,4,5
Oberpfalz,Regensburg,Landkreis,Zeitlarn,5933,1,0
Oberpfalz,Regensburg,Stadt,Regensburg,136886,58,36
Oberpfalz,Schwandorf,Landkreis,Altendorf,905,0,0
Oberpfalz,Schwandorf,Landkreis,Bodenwöhr,4097,1,5
Oberpfalz,Schwandorf,Landkreis,Bruck i. d. OPf.,4323,2,5
Oberpfalz,Schwandorf,Landkreis,Burglengenfeld,12589,5,6
Oberpfalz,Schwandorf,Landkreis,Dieterskirchen,1004,1,3
Oberpfalz,Schwandorf,Landkreis,Fensterbach,2409,1,5
Oberpfalz,Schwandorf,Landkreis,Gleiritsch,672,0,0
Oberpfalz,Schwandorf,Landkreis,Guteneck,856,0,1
Oberpfalz,Schwandorf,Landkreis,Maxhütte-Haidhof,10720,5,7
Oberpfalz,Schwandorf,Landkreis,Nabburg,5982,4,7
Oberpfalz,Schwandorf,Landkreis,Neukirchen-Balbini,1118,1,2
Oberpfalz,Schwandorf,Landkreis,Neunburg vorm Wald,8062,8,8
Oberpfalz,Schwandorf,Landkreis,Niedermurach,1251,0,2
Oberpfalz,Schwandorf,Landkreis,Nittenau,8599,4,5
Oberpfalz,Schwandorf,Landkreis,Oberviechtach,4841,4,5
Oberpfalz,Schwandorf,Landkreis,Pfreimd,5459,4,4
Oberpfalz,Schwandorf,Landkreis,Schmidgaden,2869,1,1
Oberpfalz,Schwandorf,Landkreis,Schönsee,2598,2,2
Oberpfalz,Schwandorf,Landkreis,Schwandorf,27591,14,15
Oberpfalz,Schwandorf,Landkreis,Schwarzach b. Nabburg,1486,0,0
Oberpfalz,Schwandorf,Landkreis,Schwarzenfeld,6157,4,7
Oberpfalz,Schwandorf,Landkreis,Schwarzhofen,1429,1,1
Oberpfalz,Schwandorf,Landkreis,Stadlern,587,1,0
Oberpfalz,Schwandorf,Landkreis,Steinberg am See,1855,1,2
Oberpfalz,Schwandorf,Landkreis,Stulln,1642,0,2
Oberpfalz,Schwandorf,Landkreis,Teublitz,7341,5,3
Oberpfalz,Schwandorf,Landkreis,Teunz,1913,1,2
Oberpfalz,Schwandorf,Landkreis,Thanstein,979,2,0
Oberpfalz,Schwandorf,Landkreis,Trausnitz,932,0,0
Oberpfalz,Schwandorf,Landkreis,Wackersdorf,5024,2,0
Oberpfalz,Schwandorf,Landkreis,Weiding,2568,0,3
Oberpfalz,Schwandorf,Landkreis,Wernberg-Köblitz,5581,4,7
Oberpfalz,Schwandorf,Landkreis,Winklarn,1437,0,4
Oberpfalz,Tirschenreuth,Landkreis,Bärnau,3155,2,6
Oberpfalz,Tirschenreuth,Landkreis,Brand,1143,2,3
Oberpfalz,Tirschenreuth,Landkreis,Ebnath,1330,0,3
Oberpfalz,Tirschenreuth,Landkreis,Erbendorf,5273,4,5
Oberpfalz,Tirschenreuth,Landkreis,Falkenberg,3770,1,2
Oberpfalz,Tirschenreuth,Landkreis,Friedenfels,1261,0,1
Oberpfalz,Tirschenreuth,Landkreis,Fuchsmühl,1656,1,2
Oberpfalz,Tirschenreuth,Landkreis,Immenreuth,1808,1,2
Oberpfalz,Tirschenreuth,Landkreis,Kastl,2651,0,3
Oberpfalz,Tirschenreuth,Landkreis,Kemnath,5229,6,8
Oberpfalz,Tirschenreuth,Landkreis,Konnersreuth,1892,0,3
Oberpfalz,Tirschenreuth,Landkreis,Krummennaab,1484,2,0
Oberpfalz,Tirschenreuth,Landkreis,Kulmain,2281,1,4
Oberpfalz,Tirschenreuth,Landkreis,Leonberg,1095,0,0
Oberpfalz,Tirschenreuth,Landkreis,Mähring,1868,2,1
Oberpfalz,Tirschenreuth,Landkreis,Mitterteich,6699,3,7
Oberpfalz,Tirschenreuth,Landkreis,Neualbenreuth,1448,0,3
Oberpfalz,Tirschenreuth,Landkreis,Neusorg,1873,2,3
Oberpfalz,Tirschenreuth,Landkreis,Pechbrunn,1381,0,2
Oberpfalz,Tirschenreuth,Landkreis,Plößberg,3284,2,4
Oberpfalz,Tirschenreuth,Landkreis,Pullenreuth,1791,1,3
Oberpfalz,Tirschenreuth,Landkreis,Reuth b. Erbendorf,1193,0,2
Oberpfalz,Tirschenreuth,Landkreis,Tirschenreuth,9037,7,11
Oberpfalz,Tirschenreuth,Landkreis,Waldershof,4316,3,2
Oberpfalz,Tirschenreuth,Landkreis,Waldsassen,6831,4,4
Oberpfalz,Tirschenreuth,Landkreis,Wiesau,4091,2,7
Oberpfalz,Weiden in der Oberpfalz,Stadt,Weiden i. d. OPf.,42014,26,25
Schwaben,Aichach-Friedberg,Landkreis,Adelzhausen,1621,0,0
Schwaben,Aichach-Friedberg,Landkreis,Affing,5312,2,5
Schwaben,Aichach-Friedberg,Landkreis,Aichach,20635,8,7
Schwaben,Aichach-Friedberg,Landkreis,Aindling,4320,5,6
Schwaben,Aichach-Friedberg,Landkreis,Baar (Schwaben),1143,1,1
Schwaben,Aichach-Friedberg,Landkreis,Dasing,5441,6,4
Schwaben,Aichach-Friedberg,Landkreis,Eurasburg,4363,0,0
Schwaben,Aichach-Friedberg,Landkreis,Friedberg,29077,13,18
Schwaben,Aichach-Friedberg,Landkreis,Hollenbach,2320,0,1
Schwaben,Aichach-Friedberg,Landkreis,Inchenhofen,2551,0,0
Schwaben,Aichach-Friedberg,Landkreis,Kissing,11346,5,4
Schwaben,Aichach-Friedberg,Landkreis,Kühbach,4036,2,2
Schwaben,Aichach-Friedberg,Landkreis,Merching,3118,0,1
Schwaben,Aichach-Friedberg,Landkreis,Mering,13774,9,5
Schwaben,Aichach-Friedberg,Landkreis,Obergriesbach,1969,0,0
Schwaben,Aichach-Friedberg,Landkreis,Petersdorf,1656,1,3
